,Title,Artist,id,artist_genres,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
178,26,Nathan Goshen,2UB6icX4p7jmCnpg5ndJEo,['israeli pop'],2017,0,0.0333,0.47,197773,0.832,0.0,1,0.0937,-5.606,0,0.12,193.93,4,0.679
179,More Than You Know,Axwell /\ Ingrosso,6h5PAsRni4IRlxWr6uDPTP,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2017,0,0.0275,0.646,203000,0.741,0.0,5,0.312,-4.973,0,0.034,123.077,4,0.571
180,Let's Go,Full Trunk,2gdSl386V2VIuAbFrF7T4e,['israeli rock'],2017,0,0.0921,0.611,173957,0.788,1.67e-05,1,0.364,-5.002,1,0.0294,95.992,4,0.686
184,bellyache,Billie Eilish,51NFxnQvaosfDDutk0tams,"['electropop', 'pop']",2017,0,0.46,0.695,179172,0.573,0.0734,4,0.482,-8.597,0,0.106,99.939,4,0.408
186,Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,"['pop', 'uk pop']",2017,0,0.536,0.522,207520,0.385,0.0,0,0.135,-7.355,1,0.0288,89.792,4,0.236
187,Body,Loud Luxury,21RzyxY3EFaxVy6K4RqaU9,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2017,0,0.0476,0.752,163216,0.764,9.44e-05,1,0.0543,-4.399,1,0.038,121.958,4,0.582
188,Without You (feat. Sandro Cavazza),Avicii,6Pgkp4qUoTmJIPn7ReaGxL,"['big room', 'edm', 'pop']",2017,0,0.00163,0.662,181673,0.858,0.0,2,0.0456,-4.844,1,0.0428,133.993,4,0.295
190,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,"['brostep', 'progressive electro house']",2017,0,0.256,0.52,180823,0.761,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.286
191,Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,"['pop', 'uk pop']",2017,0,0.0735,0.624,170827,0.876,0.0,9,0.327,-3.374,1,0.1,99.943,4,0.781
192,One Last Time,Ariana Grande,7jQh02AE56kRixcfEfTO1F,"['dance pop', 'pop', 'post-teen pop']",2017,0,0.0953,0.631,197506,0.6,2.68e-06,8,0.0997,-4.98,1,0.032,125.014,4,0.103
193,Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,['neo soul'],2017,0,0.393,0.602,200187,0.707,0.0,11,0.165,-4.097,1,0.302,75.09,4,0.554
194,my boy,Billie Eilish,1RGasjWLZ4qMN7wbtkLa3u,"['electropop', 'pop']",2017,0,0.472,0.692,170852,0.394,0.000191,11,0.117,-8.745,0,0.207,89.936,4,0.324
199,Tudo Bom,Static & Ben El,6lR6VBmCIm7gZwE4msLdb9,"['israeli pop', 'jewish pop']",2017,0,0.0631,0.7,189276,0.82,1.69e-06,9,0.133,-3.103,1,0.367,130.028,4,0.725
200,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5Gu0PDLN4YJeW75PpBSg9p,"['dance pop', 'pop', 'post-teen pop']",2017,0,0.0337,0.663,174800,0.708,0.0,8,0.0841,-4.154,1,0.0473,103.073,4,0.742
201,COPYCAT,Billie Eilish,5w7wuzMzsDer96KqxafeRK,"['electropop', 'pop']",2017,0,0.353,0.679,194711,0.388,9.25e-05,4,0.341,-10.977,0,0.0932,124.909,4,0.234
202,Hey Hey,Full Trunk,6n1gmoNlxeYqrCKpUH0TtS,['israeli rock'],2017,0,0.0675,0.682,195883,0.762,0.0,2,0.073,-3.762,0,0.0273,94.043,4,0.836
206,Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",2017,0,0.0895,0.584,220883,0.54,0.0,1,0.261,-7.786,0,0.0576,137.972,4,0.195
207,Hikiti,Nathan Goshen,0pRAHNjqA8SRhHddkPcYpk,['israeli pop'],2017,0,0.569,0.572,237000,0.459,7.52e-05,2,0.269,-8.322,1,0.0283,138.005,4,0.355
208,River (feat. Ed Sheeran),Eminem,1cS0TgbR263ey9jn0MwD2s,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",2017,0,0.142,0.748,221013,0.749,0.0,8,0.0713,-5.916,0,0.516,90.09,4,0.659
209,Save That Shit,Lil Peep,0S0vWvyZ6Rc79TXkWxT9QA,"['emo rap', 'lgbtq+ hip hop']",2017,0,0.0262,0.534,231547,0.583,0.0,2,0.421,-8.672,1,0.0288,105.997,4,0.145
210,Zahav,Static & Ben El,0vF70TcDmYyLVktrewpNgY,"['israeli pop', 'jewish pop']",2017,0,0.128,0.847,193904,0.701,0.0,6,0.0647,-5.101,1,0.105,140.095,4,0.965
212,hostage,Billie Eilish,1WsEgieHsWWndAzLkmV105,"['electropop', 'pop']",2017,0,0.868,0.427,229426,0.123,3.12e-05,9,0.0732,-15.228,0,0.0497,129.565,5,0.0394
214,Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2017,0,0.259,0.707,212459,0.629,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457
215,Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,['acoustic pop'],2017,0,0.469,0.618,198853,0.443,0.0,2,0.0829,-9.681,1,0.0526,119.949,4,0.167
219,Lust,Lil Skies,7oJrVhiTPZGBXWPwhxjy9S,"['melodic rap', 'pop rap', 'rap', 'trap']",2017,0,0.138,0.718,156000,0.767,0.0,9,0.114,-5.641,1,0.166,160.084,4,0.519
220,Jungle,Tash Sultana,6t1ahr2f1t9iSjjNFwFb4C,['australian reggae fusion'],2017,0,0.285,0.589,315603,0.699,8.11e-05,1,0.0881,-5.883,0,0.0291,145.997,4,0.496
221,watch,Billie Eilish,7eB1V5LvAdxCc7brfGhRRo,"['electropop', 'pop']",2017,0,0.333,0.441,177523,0.599,0.00198,0,0.103,-8.985,1,0.225,165.212,4,0.35
222,Hakol Letova,Static & Ben El,5JDMaE2pFTToZ7spTl9svP,"['israeli pop', 'jewish pop']",2017,0,0.248,0.708,204667,0.818,0.0,0,0.204,-4.71,0,0.114,89.928,4,0.657
223,Carry On,XXXTENTACION,2yZax79pOrYuyIFVW2cZY2,"['emo rap', 'miami hip hop']",2017,0,0.768,0.735,129720,0.197,0.000276,3,0.296,-13.378,0,0.537,147.899,4,0.383
224,Sweet Child O' Mine - Bonus,Avihu Pinchasov Rhythm Club,4Pa9fG0RSB1Fd8MBVLCkL7,[],2017,0,0.187,0.708,238800,0.948,0.0118,10,0.0844,-3.866,1,0.0394,128.035,4,0.677
226,Hashaot Haktanot,Niv Demirel,2UTkrmMCsDZmIWk4OUhWjW,"['israeli mediterranean', 'israeli pop']",2017,0,0.0934,0.5,202480,0.718,0.0,1,0.096,-6.942,0,0.0335,98.265,4,0.235
227,Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",2017,0,0.133,0.694,201122,0.712,0.0,7,0.211,-3.923,0,0.046,98.022,4,0.799
228,Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,"['electropop', 'pop']",2017,0,0.896,0.614,180933,0.318,0.00239,7,0.0795,-12.695,1,0.0478,119.959,4,0.112
229,Wishing Girl,Lola Marsh,0394dzVI0OsOZ7msgUgDpf,"['israeli indie', 'new americana']",2017,0,0.107,0.671,192613,0.716,3.62e-05,7,0.284,-6.578,1,0.0307,115.995,4,0.623
230,Mi Gente,J Balvin,36cOBMkXbmkE7vtt0jAdJk,"['latin', 'reggaeton']",2017,0,0.0178,0.548,189029,0.701,1.34e-05,11,0.134,-4.862,0,0.0914,104.237,4,0.309
231,Revenge,XXXTENTACION,5TXDeTFVRVY7Cvt0Dw4vWW,"['emo rap', 'miami hip hop']",2017,0,0.782,0.746,120027,0.251,0.00203,11,0.106,-16.169,0,0.259,139.999,4,0.18
232,Paris Time,Tomer Yeshayahu,6y9D5nRL3GD0L88hgyyeva,"['classic israeli pop', 'israeli rock']",2017,0,0.12,0.423,207004,0.633,0.00823,0,0.239,-6.841,1,0.0306,150.542,4,0.327
233,Cold Little Heart - Radio Edit,Michael Kiwanuka,7KX65PC1UZuImsUInThbav,"['british soul', 'neo soul', 'soul']",2017,0,0.357,0.629,210300,0.58,0.000353,7,0.436,-6.208,0,0.0278,110.264,4,0.655
234,At Ba'a Elay,Nathan Goshen,0X5o7suzG2s6BMjxVRW8bP,['israeli pop'],2017,0,0.1,0.43,198120,0.506,3.31e-05,6,0.107,-7.742,0,0.0668,93.57,4,0.217
236,Relationship (feat. Future),Young Thug,25oOaleife6E2MIKmFkPvg,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",2017,0,0.00252,0.842,215307,0.597,0.0,2,0.124,-6.336,1,0.0627,145.992,4,0.298
237,White Noise - 145 hz,Granular,6H4B9gJD6eQlNoEh8q85pP,"['sleep', 'white noise']",2017,0,0.944,0.0,135484,2.03e-05,0.869,2,0.112,-40.449,0,0.0,0.0,0,0.0
239,Stay,Zedd,6uBhi9gBXWjanegOb2Phh0,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2017,0,0.253,0.69,210091,0.622,0.0,5,0.116,-5.025,0,0.0622,102.04,4,0.544
240,Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",2017,0,0.0651,0.797,173600,0.844,0.0,11,0.087,-5.482,1,0.275,170.142,4,0.52
241,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,"['pop', 'uk pop']",2017,0,0.779,0.587,259550,0.299,0.0,8,0.123,-7.365,1,0.0263,94.992,3,0.356
242,20 Min,Lil Uzi Vert,0uxSUdBrJy9Un0EYoBowng,"['melodic rap', 'philly rap', 'rap']",2017,0,0.109,0.773,220587,0.75,0.0,8,0.174,-4.009,0,0.117,123.426,4,0.783
243,party favor,Billie Eilish,3WxmlTZ85sCYFnuIXmUAEe,"['electropop', 'pop']",2017,0,0.882,0.826,204770,0.188,2.83e-06,0,0.103,-12.181,1,0.0883,130.022,4,0.205
244,Danger (with Migos & Marshmello),Migos,0nhVrTiCGiGRCoZOJiWzm1,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2017,0,0.152,0.814,214587,0.743,0.0,9,0.163,-2.968,1,0.159,107.996,4,0.367
245,Infinity,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,"['indie poptimism', 'modern rock', 'pop']",2017,0,0.148,0.671,237720,0.673,5.29e-05,11,0.304,-6.941,0,0.0444,121.963,4,0.494
246,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1NDxZ7cFAo481dtYWdrUnR,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",2017,0,0.15,0.703,193613,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,4,0.733
248,See You Again (feat. Kali Uchis),"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,"['hip hop', 'rap']",2017,0,0.371,0.558,180387,0.559,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62
249,Barking,Ramz,2U5cq89GCnsR1yixKkC8d5,"['london rap', 'swedish gangsta rap', 'uk hip hop']",2017,0,0.185,0.45,202827,0.465,0.0,7,0.0782,-7.867,0,0.268,70.231,3,0.788
250,White Noise - 500 hz,Granular,65rkHetZXO6DQmBh3C2YtW,"['sleep', 'white noise']",2017,0,0.923,0.0,147097,4.98e-05,0.297,10,0.11,-32.354,0,0.0,0.0,0,0.0
252,I Got Love,MiyaGi & Endspiel,5rwsJbBNa8SfPW4oFA1GjP,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",2017,0,0.146,0.665,276688,0.872,0.0,5,0.15,-4.361,1,0.199,106.035,4,0.233
253,Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2017,0,0.874,0.776,210285,0.503,0.0,0,0.112,-5.732,0,0.237,110.134,4,0.473
254,Lie,NF,07FkzikE6FuHIa8Ma7zJGc,"['hip hop', 'pop rap', 'rap']",2017,0,0.161,0.513,209213,0.661,0.0,5,0.246,-6.419,1,0.24,94.791,4,0.179
256,Glorious (feat. Skylar Grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,['pop rap'],2017,0,0.0323,0.731,220454,0.794,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356
257,Baby Shark,Pinkfong,5ygDXis42ncn6kYG14lEVG,"['cartoon', ""children's music"", 'dong-yo']",2017,0,0.259,0.829,80927,0.886,0.0,8,0.0559,-1.746,1,0.112,115.056,4,0.777
258,Chantaje (feat. Maluma),Shakira,6mICuAdrwEjh6Y6lroV2Kg,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",2017,0,0.187,0.852,195840,0.773,3.05e-05,8,0.159,-2.921,0,0.0776,102.034,4,0.907
259,Clean White Noise - Loopable with no fade,Erik Eriksson,2bRKxuH1o7pTmb1y4GfdEc,['background music'],2017,0,0.791,0.0,90228,0.00342,1.0,8,0.111,-28.46,1,0.0,0.0,0,0.0
260,If You Want Love,NF,3i5qVV8azKqGFK4Gzdt5YS,"['hip hop', 'pop rap', 'rap']",2017,0,0.659,0.551,199387,0.386,0.0,0,0.125,-10.22,1,0.132,116.409,1,0.245
261,Next To Me,Imagine Dragons,31VOknKjFrEX47bZXzqcoF,"['modern rock', 'rock']",2017,0,0.28,0.301,230289,0.672,3.1e-05,2,0.0609,-4.497,1,0.0623,169.497,3,0.384
263,Shluk MiKetzev,Maor Edri,7lIXfphu0guzuQtbeK4kZU,['israeli mediterranean'],2017,0,0.208,0.733,219467,0.854,0.0,0,0.071,-5.021,0,0.0517,100.023,4,0.8
264,YuNg BrAtZ,XXXTENTACION,2ooF4088y5L72c4YTEJQoB,"['emo rap', 'miami hip hop']",2017,0,0.0179,0.755,101851,0.695,0.0,9,0.107,-5.963,1,0.26,128.063,4,0.493
265,Weak,AJR,3BuLtAmXKy5uQYl4ED1zBT,['modern rock'],2017,0,0.137,0.673,201160,0.637,0.0,5,0.184,-4.518,1,0.0429,123.98,4,0.678
267,Legends Never Die,League of Legends,1FpVJ7HpZInE2GvhVE2TwT,['video game music'],2017,0,0.00786,0.498,235000,0.598,0.0,4,0.111,-6.638,0,0.0377,140.078,4,0.0573
268,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,3i1B1PnsfnOQPGVIzhf1lr,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0,0.11,0.723,199747,0.732,0.0,11,0.484,-5.514,1,0.0864,104.991,4,0.503
270,Canopée,Polo & Pan,260V7huyJrXnyYe0dFv2Fa,"['dark disco', 'french indie pop', 'french indietronica', 'new french touch']",2017,0,0.0942,0.704,276293,0.692,0.0109,5,0.0922,-6.558,0,0.0304,96.005,4,0.369
271,Clean White Noise - Loopable With No Fade,Erik Eriksson,4FWXadcW3tLjCyF59YkaUI,['background music'],2017,0,0.791,0.0,90228,0.00342,1.0,8,0.111,-28.46,1,0.0,0.0,0,0.0
272,Ze Shelanu,Nathan Goshen,366VDvNfPOQenya7Cz7fWB,['israeli pop'],2017,0,0.408,0.596,205560,0.687,2.69e-06,0,0.104,-6.083,0,0.0263,129.966,4,0.662
273,Nowadays (feat. Landon Cube),Lil Skies,2u7mxWSeoqTXndK5e08jMp,"['melodic rap', 'pop rap', 'rap', 'trap']",2017,0,0.157,0.745,203908,0.646,0.0,6,0.338,-6.987,0,0.17,79.993,4,0.46
274,Roll In Peace (feat. XXXTENTACION),Kodak Black,40oKW22ZNNkEdZLJTScaQI,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",2017,0,0.0306,0.747,213132,0.524,0.0,10,0.2,-6.807,0,0.245,140.053,4,0.363
277,Lomedet Lalechet,Nasrin Kadri,61yUaVbYf9SkZnam9B2E4P,['israeli mediterranean'],2017,0,0.612,0.625,222945,0.503,0.0,11,0.383,-9.297,1,0.0465,145.844,4,0.393
278,One Day,Tomer Yeshayahu,53AbDIBiehXNHpHHXlHHqm,"['classic israeli pop', 'israeli rock']",2017,0,0.07,0.412,246112,0.716,0.0031,6,0.0559,-6.962,1,0.0315,139.585,4,0.75
280,Naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,"['pop', 'post-teen pop', 'talent show', 'uk pop']",2017,0,0.104,0.529,234107,0.607,0.0,6,0.0631,-6.781,1,0.0574,101.966,4,0.238
282,Sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2017,0,0.913,0.513,220541,0.25,0.0,5,0.117,-9.376,0,0.0367,74.103,4,0.351
283,Sunflower,Rex Orange County,4EpZ4eYuZOwPSSwyqpdHnJ,"['bedroom pop', 'indie r&b', 'pop']",2017,0,0.646,0.384,252231,0.765,0.00352,6,0.522,-4.463,1,0.0579,129.903,4,0.567
284,Falling,Trevor Daniel,4TnjEaWOeW0eKTKIEvJyCa,"['alternative r&b', 'melodic rap', 'pop rap']",2018,0,0.123,0.784,159382,0.43,0.0,10,0.0887,-8.756,0,0.0364,127.087,4,0.236
286,lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,"['electropop', 'pop']",2018,0,0.934,0.351,200186,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12
288,Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,"['dance pop', 'pop', 'post-teen pop']",2018,0,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.323
289,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,"['emo rap', 'miami hip hop']",2018,0,0.661,0.592,110886,0.457,0.000331,9,0.146,-6.081,0,0.0603,146.04,4,0.225
292,Sweet but Psycho,Ava Max,25sgk305KZfyuqVBQIahim,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",2018,0,0.0691,0.719,187436,0.704,0.0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
293,High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,"['baroque pop', 'emo', 'modern rock']",2018,0,0.193,0.579,190947,0.904,0.0,5,0.064,-2.729,1,0.0618,82.014,4,0.681
295,Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,['pop'],2018,0,0.74,0.652,169354,0.557,0.0,1,0.124,-5.714,0,0.0318,150.073,4,0.483
296,Powerful,Red Band,6bIZYCeCEixok9C8DtlI8P,['israeli rock'],2018,0,0.369,0.742,215556,0.865,9.93e-06,11,0.0899,-4.703,0,0.246,144.035,4,0.703
301,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2018,0,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
303,2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",2018,0,0.0372,0.697,186987,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,4,0.603
304,Going Bad (feat. Drake),Meek Mill,2IRZnDFmlqMuOrYOLnZZyc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2018,0,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544
305,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3KkXRkHbMCARz0aVfEt68P,"['dfw rap', 'melodic rap', 'rap']",2018,0,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
308,Legends,Juice WRLD,1Knctxx9vGZxpZfF66BIEa,"['chicago rap', 'melodic rap']",2018,0,0.115,0.594,191840,0.798,0.0,4,0.143,-5.244,1,0.0844,142.049,4,0.381
310,Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,[],2018,0,0.72,0.498,179080,0.235,0.0,1,0.144,-16.541,0,0.188,118.917,4,0.0895
312,Happy Now,Kygo,14sOS5L36385FJ3OL8hew4,"['edm', 'pop', 'tropical house']",2018,0,0.374,0.693,211362,0.575,0.0,9,0.252,-6.998,1,0.0801,117.999,4,0.492
313,Murder On My Mind,YNW Melly,7eBqSVxrzQZtK2mmgRG6lC,['melodic rap'],2018,0,0.145,0.759,268434,0.73,3.06e-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74
314,Bad Liar,Imagine Dragons,2RSHsoi04658QL5xgQVov3,"['modern rock', 'rock']",2018,0,0.0722,0.383,260773,0.637,0.0,3,0.368,-6.993,1,0.0703,177.913,4,0.0827
319,the remedy for a broken heart (why am I so in love),XXXTENTACION,4UKCKdYiLN6IMA5ZESUTL7,"['emo rap', 'miami hip hop']",2018,0,0.779,0.699,160184,0.304,0.000993,1,0.137,-11.192,1,0.0993,119.705,4,0.271
320,FML,Arizona Zervas,6lruHh1jF7ezgbLv72xYmf,['pop rap'],2018,0,0.113,0.822,223000,0.575,0.0,5,0.106,-5.95,1,0.0934,100.087,4,0.616
321,Falling Down - Bonus Track,Lil Peep,4jvjzW7Hm0yK4LvvE0Paz9,"['emo rap', 'lgbtq+ hip hop']",2018,0,0.0175,0.669,196400,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
323,All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1,"['chicago rap', 'melodic rap']",2018,0,0.0769,0.671,165820,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,0.203
325,Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,"['dance pop', 'edm', 'pop']",2018,0,0.137,0.703,198947,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,4,0.79
326,In My Mind,Dynoro,0E9ZjEAyAwOXZ7wJC0PD33,"['edm', 'tropical house']",2018,0,0.176,0.694,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
327,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4w8niZpiMy6qz1mntFA5uM,"['dance pop', 'edm', 'electronic trap', 'pop']",2018,0,0.157,0.842,212500,0.801,4.82e-06,8,0.0642,-4.167,0,0.228,95.881,4,0.617
328,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,5JEx7HbmvHQQswJCsoo9rA,"['dance pop', 'edm', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",2018,0,0.0969,0.574,182623,0.758,0.0,1,0.395,-5.029,0,0.0621,144.111,4,0.492
330,ZEZE (feat. Travis Scott & Offset),Kodak Black,0FZ4Dmg8jJJAPJnvBIzD9z,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",2018,0,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
331,Lucky You (feat. Joyner Lucas),Eminem,60SdxE8apGAxMiRrpbmLY0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",2018,0,0.0627,0.876,244679,0.786,0.0,10,0.127,-4.884,0,0.306,153.068,4,0.575
333,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1wJRveJZLSb1rjhnUHQiv6,"['melodic rap', 'pop rap', 'rap', 'trap']",2018,0,0.0153,0.581,189487,0.662,0.0,9,0.111,-5.239,1,0.303,93.023,4,0.434
334,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,"['dance pop', 'pop', 'post-teen pop']",2018,0,0.0945,0.601,207905,0.724,1.68e-06,6,0.12,-4.856,1,0.0486,102.061,4,0.508
335,Noticed,Lil Mosey,7zLYKWcXnYeHHWidalz7rj,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",2018,0,0.462,0.699,165000,0.558,0.0,11,0.116,-7.622,1,0.0603,79.992,4,0.493
336,Better,Eden,1QNinVbaAYIkaenkQVmwnB,['eurovision'],2018,0,0.536,0.536,203619,0.579,0.0,6,0.0632,-4.096,0,0.0645,77.473,4,0.313
338,I'm a Mess,Bebe Rexha,04ZTP5KsCypmtCmQg5tH9R,"['dance pop', 'pop', 'post-teen pop']",2018,0,0.00281,0.63,195519,0.694,0.0,11,0.0719,-6.257,0,0.0253,97.005,4,0.216
339,Comme ci comme ca,Stephane legar,0poi1IyVFRKXI2jvHmdaIa,"['israeli hip hop', 'israeli pop']",2018,0,0.124,0.835,171636,0.719,0.0,1,0.144,-5.553,1,0.131,128.012,4,0.904
340,Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,"['rap', 'trap', 'underground hip hop', 'vapor trap']",2018,0,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
341,Drip Too Hard (Lil Baby & Gunna),Lil Baby,78QR3Wp35dqAhFEc2qAGjE,"['atl hip hop', 'atl trap', 'rap']",2018,0,0.0852,0.897,145543,0.662,0.0,1,0.534,-6.903,0,0.292,112.511,4,0.389
343,3 Nights,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,"['alternative pop rock', 'pop']",2018,0,0.223,0.815,177667,0.518,0.0,7,0.104,-6.594,0,0.0897,151.891,4,0.877
345,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,27rdGxbavYJeBphck5MZAF,"['dance pop', 'pop', 'post-teen pop']",2018,0,0.00987,0.601,217467,0.794,1.36e-06,7,0.388,-5.844,0,0.0671,114.066,4,0.244
346,BUTTERFLY EFFECT,Travis Scott,2cYqizR4lgvp4Qu6IQ3qGN,['rap'],2018,0,0.0531,0.763,190557,0.628,0.0,11,0.114,-5.85,1,0.05,140.958,4,0.193
347,Beautiful (feat. Camila Cabello),Bazzi,4VUwkH455At9kENOfzTqmF,"['pop', 'post-teen pop']",2018,0,0.346,0.638,180000,0.717,0.0,2,0.105,-4.722,1,0.0337,100.027,4,0.249
348,Happy Now,Zedd,4keoy2fqgwGnbWlm3ZVZFa,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2018,0,0.579,0.503,207030,0.741,1.49e-06,4,0.0712,-5.128,1,0.047,88.335,3,0.458
349,Allah Ma'ak,Maor Edri,38weg8UtFTFYvNonT4h7vv,['israeli mediterranean'],2018,0,0.0864,0.786,208800,0.761,0.0,2,0.0686,-4.503,0,0.0538,99.944,4,0.653
350,Детство,Rauf & Faik,381kyofsIJKajRfX9iKLs8,['russian pop'],2018,0,0.634,0.719,188362,0.607,7.76e-06,10,0.111,-7.323,0,0.0398,149.969,4,0.48
351,Mama (feat. Ellie Goulding),Clean Bandit,3WDIhWoRWVcaHdRwMEHkkS,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2018,0,0.225,0.737,189973,0.714,3.79e-06,1,0.267,-6.138,0,0.0367,102.046,4,0.608
352,Solo (feat. Demi Lovato),Clean Bandit,6kPJZM97LwdG9QIsT7khp6,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2018,0,0.0441,0.737,222653,0.636,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565
