,Title_x,Artist_x,id,artist_genres_x,Year_x,is_top100_x,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature_x,valence_x,Title_y,Artist_y,artist_genres_y,Year_y,is_top100_y,acousticness_y,danceability_y,duration_ms_y,energy_y,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,speechiness_y,tempo_y,time_signature_y,valence_y
247,party favor,Billie Eilish,3WxmlTZ85sCYFnuIXmUAEe,"['electropop', 'pop']",2017,0.0,0.882,0.826,204770.0,0.188,2.83e-06,0.0,0.103,-12.181,1.0,0.0883,130.022,4.0,0.205,,,,,,,,,,,,,,,,,,
248,Danger (with Migos & Marshmello),Migos,0nhVrTiCGiGRCoZOJiWzm1,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2017,0.0,0.152,0.814,214587.0,0.743,0.0,9.0,0.163,-2.968,1.0,0.159,107.996,4.0,0.367,,,,,,,,,,,,,,,,,,
249,White Noise - 500 hz,Granular,65rkHetZXO6DQmBh3C2YtW,"['sleep', 'white noise']",2017,0.0,0.923,0.0,147097.0,4.98e-05,0.297,10.0,0.11,-32.354,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
250,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1NDxZ7cFAo481dtYWdrUnR,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",2017,0.0,0.15,0.703,193613.0,0.868,0.132,7.0,0.104,-4.661,0.0,0.0291,121.03,4.0,0.733,,,,,,,,,,,,,,,,,,
251,Infinity,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,"['indie poptimism', 'modern rock', 'pop']",2017,0.0,0.148,0.671,237720.0,0.673,5.29e-05,11.0,0.304,-6.941,0.0,0.0444,121.963,4.0,0.494,,,,,,,,,,,,,,,,,,
252,LOVE. FEAT. ZACARI.,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017,0.0,0.264,0.8,213400.0,0.585,0.0,10.0,0.153,-7.343,1.0,0.0924,126.058,4.0,0.779,LOVE. FEAT. ZACARI.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2018,1.0,0.264,0.8,213400.0,0.585,0.0,10.0,0.153,-7.343,1.0,0.0924,126.058,4.0,0.779
253,See You Again (feat. Kali Uchis),"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,"['hip hop', 'rap']",2017,0.0,0.371,0.558,180387.0,0.559,7.49e-06,6.0,0.109,-9.222,1.0,0.0959,78.558,4.0,0.62,,,,,,,,,,,,,,,,,,
254,Barking,Ramz,2U5cq89GCnsR1yixKkC8d5,"['london rap', 'swedish gangsta rap', 'uk hip hop']",2017,0.0,0.185,0.45,202827.0,0.465,0.0,7.0,0.0782,-7.867,0.0,0.268,70.231,3.0,0.788,,,,,,,,,,,,,,,,,,
255,I Got Love,MiyaGi & Endspiel,5rwsJbBNa8SfPW4oFA1GjP,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",2017,0.0,0.146,0.665,276688.0,0.872,0.0,5.0,0.15,-4.361,1.0,0.199,106.035,4.0,0.233,,,,,,,,,,,,,,,,,,
256,Bad and Boujee (feat. Lil Uzi Vert),Migos,4Km5HrUvYTaSUfiSGPJeQR,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2017,0.0,0.061,0.927,343150.0,0.665,0.0,11.0,0.123,-5.313,1.0,0.244,127.076,4.0,0.175,,,,,,,,,,,,,,,,,,
257,Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2017,0.0,0.874,0.776,210285.0,0.503,0.0,0.0,0.112,-5.732,0.0,0.237,110.134,4.0,0.473,,,,,,,,,,,,,,,,,,
258,Lie,NF,07FkzikE6FuHIa8Ma7zJGc,"['hip hop', 'pop rap', 'rap']",2017,0.0,0.161,0.513,209213.0,0.661,0.0,5.0,0.246,-6.419,1.0,0.24,94.791,4.0,0.179,,,,,,,,,,,,,,,,,,
259,Delicate,Taylor Swift,6NFyWDv5CjfwuzoCkw47Xf,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.216,0.75,232253.0,0.404,0.000357,9.0,0.0911,-10.178,0.0,0.0682,95.045,4.0,0.0499,Delicate,Taylor Swift,"['dance pop', 'pop', 'post-teen pop']",2018,1.0,0.216,0.75,232253.0,0.404,0.000357,9.0,0.0911,-10.178,0.0,0.0682,95.045,4.0,0.0499
260,Glorious (feat. Skylar Grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,['pop rap'],2017,0.0,0.0323,0.731,220454.0,0.794,2.59e-05,0.0,0.112,-5.126,0.0,0.0522,139.994,4.0,0.356,,,,,,,,,,,,,,,,,,
261,Clean White Noise - Loopable with no fade,Erik Eriksson,2bRKxuH1o7pTmb1y4GfdEc,['background music'],2017,0.0,0.791,0.0,90228.0,0.00342,1.0,8.0,0.111,-28.46,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
262,Chantaje (feat. Maluma),Shakira,6mICuAdrwEjh6Y6lroV2Kg,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",2017,0.0,0.187,0.852,195840.0,0.773,3.05e-05,8.0,0.159,-2.921,0.0,0.0776,102.034,4.0,0.907,,,,,,,,,,,,,,,,,,
263,Next To Me,Imagine Dragons,31VOknKjFrEX47bZXzqcoF,"['modern rock', 'rock']",2017,0.0,0.28,0.301,230289.0,0.672,3.1e-05,2.0,0.0609,-4.497,1.0,0.0623,169.497,3.0,0.384,,,,,,,,,,,,,,,,,,
264,If You Want Love,NF,3i5qVV8azKqGFK4Gzdt5YS,"['hip hop', 'pop rap', 'rap']",2017,0.0,0.659,0.551,199387.0,0.386,0.0,0.0,0.125,-10.22,1.0,0.132,116.409,1.0,0.245,,,,,,,,,,,,,,,,,,
265,Baby Shark,Pinkfong,5ygDXis42ncn6kYG14lEVG,"['cartoon', ""children's music"", 'dong-yo']",2017,0.0,0.259,0.829,80927.0,0.886,0.0,8.0,0.0559,-1.746,1.0,0.112,115.056,4.0,0.777,,,,,,,,,,,,,,,,,,
266,Weak,AJR,3BuLtAmXKy5uQYl4ED1zBT,['modern rock'],2017,0.0,0.137,0.673,201160.0,0.637,0.0,5.0,0.184,-4.518,1.0,0.0429,123.98,4.0,0.678,,,,,,,,,,,,,,,,,,
267,What About Us,P!nk,0Qh38w01QRXK6KHIv0e3hb,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.0285,0.489,269600.0,0.588,2.11e-06,1.0,0.0906,-6.177,1.0,0.0507,113.617,4.0,0.187,,,,,,,,,,,,,,,,,,
268,YuNg BrAtZ,XXXTENTACION,2ooF4088y5L72c4YTEJQoB,"['emo rap', 'miami hip hop']",2017,0.0,0.0179,0.755,101851.0,0.695,0.0,9.0,0.107,-5.963,1.0,0.26,128.063,4.0,0.493,,,,,,,,,,,,,,,,,,
269,Shluk MiKetzev,Maor Edri,7lIXfphu0guzuQtbeK4kZU,['israeli mediterranean'],2017,0.0,0.208,0.733,219467.0,0.854,0.0,0.0,0.071,-5.021,0.0,0.0517,100.023,4.0,0.8,,,,,,,,,,,,,,,,,,
270,Never Forget You,Zara Larsson,6hmhG1b4LEyNuashVvuIAo,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",2017,0.0,0.00312,0.583,213428.0,0.732,9.86e-06,11.0,0.269,-5.728,0.0,0.0457,145.992,4.0,0.276,,,,,,,,,,,,,,,,,,
271,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,3i1B1PnsfnOQPGVIzhf1lr,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0.0,0.11,0.723,199747.0,0.732,0.0,11.0,0.484,-5.514,1.0,0.0864,104.991,4.0,0.503,,,,,,,,,,,,,,,,,,
272,Issues,Julia Michaels,0xG0SHshCStMEyNbNC5d4k,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2017,0.0,0.39,0.686,176320.0,0.415,0.0,8.0,0.0617,-6.855,1.0,0.0752,114.205,4.0,0.446,,,,,,,,,,,,,,,,,,
273,Legends Never Die,League of Legends,1FpVJ7HpZInE2GvhVE2TwT,['video game music'],2017,0.0,0.00786,0.498,235000.0,0.598,0.0,4.0,0.111,-6.638,0.0,0.0377,140.078,4.0,0.0573,,,,,,,,,,,,,,,,,,
274,Ze Shelanu,Nathan Goshen,366VDvNfPOQenya7Cz7fWB,['israeli pop'],2017,0.0,0.408,0.596,205560.0,0.687,2.69e-06,0.0,0.104,-6.083,0.0,0.0263,129.966,4.0,0.662,,,,,,,,,,,,,,,,,,
275,Nowadays (feat. Landon Cube),Lil Skies,2u7mxWSeoqTXndK5e08jMp,"['melodic rap', 'pop rap', 'rap', 'trap']",2017,0.0,0.157,0.745,203908.0,0.646,0.0,6.0,0.338,-6.987,0.0,0.17,79.993,4.0,0.46,,,,,,,,,,,,,,,,,,
276,Clean White Noise - Loopable With No Fade,Erik Eriksson,4FWXadcW3tLjCyF59YkaUI,['background music'],2017,0.0,0.791,0.0,90228.0,0.00342,1.0,8.0,0.111,-28.46,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
277,Roll In Peace (feat. XXXTENTACION),Kodak Black,40oKW22ZNNkEdZLJTScaQI,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",2017,0.0,0.0306,0.747,213132.0,0.524,0.0,10.0,0.2,-6.807,0.0,0.245,140.053,4.0,0.363,,,,,,,,,,,,,,,,,,
278,Canopée,Polo & Pan,260V7huyJrXnyYe0dFv2Fa,"['dark disco', 'french indie pop', 'french indietronica', 'new french touch']",2017,0.0,0.0942,0.704,276293.0,0.692,0.0109,5.0,0.0922,-6.558,0.0,0.0304,96.005,4.0,0.369,,,,,,,,,,,,,,,,,,
279,Malibu,Miley Cyrus,1UZOjK1BwmwWU14Erba9CZ,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.0767,0.573,231907.0,0.781,2.64e-05,8.0,0.0813,-6.406,1.0,0.0555,139.934,4.0,0.343,Malibu,Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",2017,1.0,0.0767,0.573,231907.0,0.781,2.64e-05,8.0,0.0813,-6.406,1.0,0.0555,139.934,4.0,0.343
280,Finesse - Remix; feat. Cardi B,Bruno Mars,3Vo4wInECJQuz9BIBMOu8i,"['pop', 'post-teen pop']",2017,0.0,0.0185,0.704,217289.0,0.859,0.0,5.0,0.0215,-4.877,0.0,0.0996,105.115,4.0,0.926,Finesse - Remix; feat. Cardi B,Bruno Mars,"['pop', 'post-teen pop']",2018,1.0,0.0185,0.704,217289.0,0.859,0.0,5.0,0.0215,-4.877,0.0,0.0996,105.115,4.0,0.926
281,Naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,"['pop', 'post-teen pop', 'talent show', 'uk pop']",2017,0.0,0.104,0.529,234107.0,0.607,0.0,6.0,0.0631,-6.781,1.0,0.0574,101.966,4.0,0.238,,,,,,,,,,,,,,,,,,
282,Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,"['emo rap', 'miami hip hop', 'rap', 'trap']",2017,0.0,0.239,0.936,124056.0,0.523,0.0,5.0,0.117,-6.71,1.0,0.0597,119.889,4.0,0.699,Gucci Gang,Lil Pump,"['emo rap', 'miami hip hop', 'rap', 'trap']",2018,1.0,0.239,0.936,124056.0,0.523,0.0,5.0,0.117,-6.71,1.0,0.0597,119.889,4.0,0.699
283,One Day,Tomer Yeshayahu,53AbDIBiehXNHpHHXlHHqm,"['classic israeli pop', 'israeli rock']",2017,0.0,0.07,0.412,246112.0,0.716,0.0031,6.0,0.0559,-6.962,1.0,0.0315,139.585,4.0,0.75,,,,,,,,,,,,,,,,,,
284,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,3DXncPQOG4VBw3QHh3S817,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2017,0.0,0.0552,0.609,288600.0,0.668,0.0,7.0,0.167,-4.284,1.0,0.0367,80.924,4.0,0.811,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2017,1.0,0.0552,0.609,288600.0,0.668,0.0,7.0,0.167,-4.284,1.0,0.0367,80.924,4.0,0.811
285,Lomedet Lalechet,Nasrin Kadri,61yUaVbYf9SkZnam9B2E4P,['israeli mediterranean'],2017,0.0,0.612,0.625,222945.0,0.503,0.0,11.0,0.383,-9.297,1.0,0.0465,145.844,4.0,0.393,,,,,,,,,,,,,,,,,,
286,Sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2017,0.0,0.913,0.513,220541.0,0.25,0.0,5.0,0.117,-9.376,0.0,0.0367,74.103,4.0,0.351,,,,,,,,,,,,,,,,,,
287,Slow Hands,Niall Horan,2cOUlop2ZakjOKe4WinesN,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.011,0.735,188174.0,0.425,0.0,0.0,0.055,-6.648,1.0,0.0466,85.894,4.0,0.848,,,,,,,,,,,,,,,,,,
288,Falling,Trevor Daniel,4TnjEaWOeW0eKTKIEvJyCa,"['alternative r&b', 'melodic rap', 'pop rap']",2018,0.0,0.123,0.784,159382.0,0.43,0.0,10.0,0.0887,-8.756,0.0,0.0364,127.087,4.0,0.236,,,,,,,,,,,,,,,,,,
289,Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,"['chicago rap', 'melodic rap']",2018,0.0,0.349,0.511,239836.0,0.566,0.0,6.0,0.34,-7.23,0.0,0.2,83.903,4.0,0.218,,,,,,,,,,,,,,,,,,
290,lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,"['electropop', 'pop']",2018,0.0,0.934,0.351,200186.0,0.296,0.0,4.0,0.095,-10.109,0.0,0.0333,115.284,4.0,0.12,,,,,,,,,,,,,,,,,,
291,SAD!,XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,"['emo rap', 'miami hip hop']",2018,0.0,0.258,0.74,166606.0,0.613,0.00372,8.0,0.123,-4.88,1.0,0.145,75.023,4.0,0.473,SAD!,XXXTENTACION,"['emo rap', 'miami hip hop']",2018,1.0,0.258,0.74,166606.0,0.613,0.00372,8.0,0.123,-4.88,1.0,0.145,75.023,4.0,0.473
292,Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.371,0.572,215733.0,0.385,0.0,7.0,0.231,-6.362,1.0,0.0308,95.799,4.0,0.323,,,,,,,,,,,,,,,,,,
293,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,"['emo rap', 'miami hip hop']",2018,0.0,0.661,0.592,110886.0,0.457,0.000331,9.0,0.146,-6.081,0.0,0.0603,146.04,4.0,0.225,,,,,,,,,,,,,,,,,,
294,Happier,Marshmello,2dpaYNEQHiRxtZbfNsse99,"['brostep', 'progressive electro house']",2018,0.0,0.191,0.687,214290.0,0.792,0.0,5.0,0.167,-2.749,1.0,0.0452,100.015,4.0,0.671,Happier,Marshmello,"['brostep', 'progressive electro house']",2018,1.0,0.191,0.687,214290.0,0.792,0.0,5.0,0.167,-2.749,1.0,0.0452,100.015,4.0,0.671
295,Moonlight,XXXTENTACION,0JP9xo3adEtGSdUEISiszL,"['emo rap', 'miami hip hop']",2018,0.0,0.556,0.921,135090.0,0.537,0.00404,9.0,0.102,-5.723,0.0,0.0804,128.009,4.0,0.711,Moonlight,XXXTENTACION,"['emo rap', 'miami hip hop']",2018,1.0,0.556,0.921,135090.0,0.537,0.00404,9.0,0.102,-5.723,0.0,0.0804,128.009,4.0,0.711
296,Sweet but Psycho,Ava Max,25sgk305KZfyuqVBQIahim,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",2018,0.0,0.0691,0.719,187436.0,0.704,0.0,1.0,0.166,-4.724,1.0,0.0476,133.002,4.0,0.628,,,,,,,,,,,,,,,,,,
297,High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,"['baroque pop', 'emo', 'modern rock']",2018,0.0,0.193,0.579,190947.0,0.904,0.0,5.0,0.064,-2.729,1.0,0.0618,82.014,4.0,0.681,,,,,,,,,,,,,,,,,,
298,SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,['rap'],2018,0.0,0.00513,0.834,312820.0,0.73,0.0,8.0,0.124,-3.714,1.0,0.222,155.008,4.0,0.446,SICKO MODE,Travis Scott,['rap'],2018,1.0,0.00513,0.834,312820.0,0.73,0.0,8.0,0.124,-3.714,1.0,0.222,155.008,4.0,0.446
299,Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,['pop'],2018,0.0,0.74,0.652,169354.0,0.557,0.0,1.0,0.124,-5.714,0.0,0.0318,150.073,4.0,0.483,,,,,,,,,,,,,,,,,,
300,Powerful,Red Band,6bIZYCeCEixok9C8DtlI8P,['israeli rock'],2018,0.0,0.369,0.742,215556.0,0.865,9.93e-06,11.0,0.0899,-4.703,0.0,0.246,144.035,4.0,0.703,,,,,,,,,,,,,,,,,,
301,rockstar (feat. 21 Savage),Post Malone,0e7ipj03S05BNilyu5bRzt,"['dfw rap', 'melodic rap', 'rap']",2018,0.0,0.124,0.585,218147.0,0.52,7.01e-05,5.0,0.131,-6.136,0.0,0.0712,159.801,4.0,0.129,rockstar (feat. 21 Savage),Post Malone,"['dfw rap', 'melodic rap', 'rap']",2018,1.0,0.124,0.585,218147.0,0.52,7.01e-05,5.0,0.131,-6.136,0.0,0.0712,159.801,4.0,0.129
302,Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,"['dfw rap', 'melodic rap', 'rap']",2018,0.0,0.331,0.68,231267.0,0.578,0.0,10.0,0.135,-5.804,1.0,0.04,145.038,4.0,0.341,Better Now,Post Malone,"['dfw rap', 'melodic rap', 'rap']",2018,1.0,0.331,0.68,231267.0,0.578,0.0,10.0,0.135,-5.804,1.0,0.04,145.038,4.0,0.341
303,changes,XXXTENTACION,7AFASza1mXqntmGtbxXprO,"['emo rap', 'miami hip hop']",2018,0.0,0.883,0.669,121887.0,0.308,0.0,11.0,0.0984,-10.068,1.0,0.029,64.934,4.0,0.52,changes,XXXTENTACION,"['emo rap', 'miami hip hop']",2018,1.0,0.883,0.669,121887.0,0.308,0.0,11.0,0.0984,-10.068,1.0,0.029,64.934,4.0,0.52
304,Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2018,0.0,0.0169,0.596,203418.0,0.854,0.0,7.0,0.124,-5.114,0.0,0.463,120.274,4.0,0.152,,,,,,,,,,,,,,,,,,
305,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2018,0.0,0.297,0.752,201661.0,0.488,9.11e-06,6.0,0.0936,-7.05,1.0,0.0705,136.041,4.0,0.533,,,,,,,,,,,,,,,,,,
306,God's Plan,Drake,6DCZcSspjsKoFjzjrWoCdn,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,0.0,0.0332,0.754,198973.0,0.449,8.29e-05,7.0,0.552,-9.211,1.0,0.109,77.169,4.0,0.357,God's Plan,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,1.0,0.0332,0.754,198973.0,0.449,8.29e-05,7.0,0.552,-9.211,1.0,0.109,77.169,4.0,0.357
307,2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",2018,0.0,0.0372,0.697,186987.0,0.683,0.0,1.0,0.137,-2.881,0.0,0.117,96.133,4.0,0.603,,,,,,,,,,,,,,,,,,
308,Going Bad (feat. Drake),Meek Mill,2IRZnDFmlqMuOrYOLnZZyc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2018,0.0,0.259,0.889,180522.0,0.496,0.0,4.0,0.252,-6.365,0.0,0.0905,86.003,4.0,0.544,,,,,,,,,,,,,,,,,,
309,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3KkXRkHbMCARz0aVfEt68P,"['dfw rap', 'melodic rap', 'rap']",2018,0.0,0.556,0.76,158040.0,0.479,0.0,2.0,0.0703,-5.574,1.0,0.0466,89.911,4.0,0.913,,,,,,,,,,,,,,,,,,
310,FRIENDS,Marshmello,08bNPGLD8AhKpnnERrAc6G,"['brostep', 'progressive electro house']",2018,0.0,0.205,0.626,202621.0,0.88,0.0,9.0,0.128,-2.384,0.0,0.0504,95.079,4.0,0.534,FRIENDS,Marshmello,"['brostep', 'progressive electro house']",2018,1.0,0.205,0.626,202621.0,0.88,0.0,9.0,0.128,-2.384,0.0,0.0504,95.079,4.0,0.534
311,no tears left to cry,Ariana Grande,2qT1uLXPVPzGgFOx4jtEuo,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.04,0.699,205920.0,0.713,3.11e-06,9.0,0.294,-5.507,0.0,0.0594,121.993,4.0,0.354,no tears left to cry,Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",2018,1.0,0.04,0.699,205920.0,0.713,3.11e-06,9.0,0.294,-5.507,0.0,0.0594,121.993,4.0,0.354
312,Legends,Juice WRLD,1Knctxx9vGZxpZfF66BIEa,"['chicago rap', 'melodic rap']",2018,0.0,0.115,0.594,191840.0,0.798,0.0,4.0,0.143,-5.244,1.0,0.0844,142.049,4.0,0.381,,,,,,,,,,,,,,,,,,
313,Natural,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,"['modern rock', 'rock']",2018,0.0,0.217,0.704,189467.0,0.611,0.0,2.0,0.0812,-6.112,1.0,0.0409,100.0,4.0,0.22,Natural,Imagine Dragons,"['modern rock', 'rock']",2018,1.0,0.217,0.704,189467.0,0.611,0.0,2.0,0.0812,-6.112,1.0,0.0409,100.0,4.0,0.22
314,Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,[],2018,0.0,0.72,0.498,179080.0,0.235,0.0,1.0,0.144,-16.541,0.0,0.188,118.917,4.0,0.0895,,,,,,,,,,,,,,,,,,
315,Eastside (with Halsey & Khalid),benny blanco,0d2iYfpKoM0QCKvcLCkBao,"['pop', 'pop rap', 'post-teen pop']",2018,0.0,0.555,0.56,173800.0,0.68,0.0,6.0,0.116,-7.648,0.0,0.321,89.391,4.0,0.319,Eastside (with Halsey & Khalid),benny blanco,"['pop', 'pop rap', 'post-teen pop']",2018,1.0,0.555,0.56,173800.0,0.68,0.0,6.0,0.116,-7.648,0.0,0.321,89.391,4.0,0.319
316,Happy Now,Kygo,14sOS5L36385FJ3OL8hew4,"['edm', 'pop', 'tropical house']",2018,0.0,0.374,0.693,211362.0,0.575,0.0,9.0,0.252,-6.998,1.0,0.0801,117.999,4.0,0.492,,,,,,,,,,,,,,,,,,
317,Murder On My Mind,YNW Melly,7eBqSVxrzQZtK2mmgRG6lC,['melodic rap'],2018,0.0,0.145,0.759,268434.0,0.73,3.06e-06,0.0,0.11,-7.985,0.0,0.0516,115.007,4.0,0.74,,,,,,,,,,,,,,,,,,
318,In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2018,0.0,0.0573,0.622,211360.0,0.712,0.0,5.0,0.13,-7.321,1.0,0.066,140.025,4.0,0.487,In My Blood,Shawn Mendes,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2018,1.0,0.0573,0.622,211360.0,0.712,0.0,5.0,0.13,-7.321,1.0,0.066,140.025,4.0,0.487
319,Bad Liar,Imagine Dragons,2RSHsoi04658QL5xgQVov3,"['modern rock', 'rock']",2018,0.0,0.0722,0.383,260773.0,0.637,0.0,3.0,0.368,-6.993,1.0,0.0703,177.913,4.0,0.0827,,,,,,,,,,,,,,,,,,
320,The Middle,Zedd,09IStsImFySgyp0pIQdqAc,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2018,0.0,0.171,0.753,184732.0,0.657,0.0,7.0,0.112,-3.061,1.0,0.0449,107.01,4.0,0.437,The Middle,Zedd,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2018,1.0,0.171,0.753,184732.0,0.657,0.0,7.0,0.112,-3.061,1.0,0.0449,107.01,4.0,0.437
321,Havana (feat. Young Thug),Camila Cabello,1rfofaqEpACxVEHIZBJe6W,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.184,0.765,217307.0,0.523,3.56e-05,2.0,0.132,-4.333,1.0,0.03,104.988,4.0,0.394,Havana (feat. Young Thug),Camila Cabello,"['dance pop', 'pop', 'post-teen pop']",2018,1.0,0.184,0.765,217307.0,0.523,3.56e-05,2.0,0.132,-4.333,1.0,0.03,104.988,4.0,0.394
322,FML,Arizona Zervas,6lruHh1jF7ezgbLv72xYmf,['pop rap'],2018,0.0,0.113,0.822,223000.0,0.575,0.0,5.0,0.106,-5.95,1.0,0.0934,100.087,4.0,0.616,,,,,,,,,,,,,,,,,,
323,One Kiss (with Dua Lipa),Calvin Harris,7ef4DlsgrMEH11cDZd32M6,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",2018,0.0,0.037,0.791,214847.0,0.862,2.19e-05,9.0,0.0814,-3.24,0.0,0.11,123.994,4.0,0.592,One Kiss (with Dua Lipa),Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",2018,1.0,0.037,0.791,214847.0,0.862,2.19e-05,9.0,0.0814,-3.24,0.0,0.11,123.994,4.0,0.592
324,the remedy for a broken heart (why am I so in love),XXXTENTACION,4UKCKdYiLN6IMA5ZESUTL7,"['emo rap', 'miami hip hop']",2018,0.0,0.779,0.699,160184.0,0.304,0.000993,1.0,0.137,-11.192,1.0,0.0993,119.705,4.0,0.271,,,,,,,,,,,,,,,,,,
325,Falling Down - Bonus Track,Lil Peep,4jvjzW7Hm0yK4LvvE0Paz9,"['emo rap', 'lgbtq+ hip hop']",2018,0.0,0.0175,0.669,196400.0,0.574,0.00294,4.0,0.146,-6.442,0.0,0.0286,120.013,4.0,0.273,,,,,,,,,,,,,,,,,,
326,Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,0.0,0.0164,0.912,238614.0,0.412,0.013,7.0,0.104,-8.074,1.0,0.124,154.983,4.0,0.422,Nonstop,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,1.0,0.0164,0.912,238614.0,0.412,0.013,7.0,0.104,-8.074,1.0,0.124,154.983,4.0,0.422
