,Title,Artist,id,artist_genres,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
117,"Sit Still, Look Pretty",Daya,0Mlm5SrNK34Jqn8Rk1Gs3g,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",2016,0,0.141,0.657,202221,0.739,0.0,2,0.178,-4.081,1,0.274,181.994,4,0.543
118,Reminder,The Weeknd,37F0uwRSrdzkBiuj0D5UHI,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0,0.142,0.705,218880,0.505,0.0,8,0.164,-6.923,1,0.192,160.043,4,0.391
119,Love Myself,Hailee Steinfeld,36phXHOKx8rO7CMp2vNX4x,"['dance pop', 'pop', 'post-teen pop']",2016,0,0.0026,0.617,218773,0.759,0.0,0,0.419,-6.785,0,0.0677,122.925,4,0.324
120,Emperor's New Clothes,Panic! At The Disco,3px2rAPu74ltbkf9eZsZ8h,"['baroque pop', 'emo', 'modern rock']",2016,0,0.00302,0.562,158667,0.904,0.0,1,0.0433,-4.947,1,0.0807,94.481,4,0.651
121,PRBLMS,6LACK,4AtZRwSR8BOTTQg5ihSggt,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']",2016,0,0.0307,0.417,246773,0.58,1.45e-06,9,0.179,-4.574,1,0.207,68.58,5,0.139
122,Tiimmy Turner,Desiigner,3NJG6vMH1ZsectZkocMEm0,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",2016,0,0.174,0.602,239853,0.725,0.0,6,0.0786,-3.054,1,0.0393,122.803,4,0.304
123,Makeba,Jain,5JdLUE9D743ob2RtgmVpVx,['french indie pop'],2016,0,0.388,0.824,249533,0.656,0.506,2,0.253,-9.432,1,0.0704,116.068,4,0.418
124,Vente Pa' Ca,Ricky Martin,7DM4BPaS7uofFul3ywMe46,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",2016,0,0.00431,0.663,259196,0.92,1.69e-05,11,0.101,-4.07,0,0.226,99.935,4,0.533
125,Father Stretch My Hands Pt. 1,Kanye West,4KW1lqgSr8TKrvBII0Brf8,"['chicago rap', 'rap']",2016,0,0.118,0.724,135920,0.573,0.0,7,0.538,-4.113,1,0.0549,113.088,4,0.438
126,Islands in the Stream,Dolly Parton,6apPqjW8ezpKEicAkkBlvO,"['classic country pop', 'country', 'country dawn']",2016,0,0.68,0.611,250053,0.524,0.0,8,0.0753,-8.256,1,0.035,203.787,4,0.73
127,Solo Dance,Martin Jensen,10AsRVRdU07cMAFHeGYO3c,"['big room', 'dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",2016,0,0.0485,0.746,174933,0.846,0.0,9,0.195,-2.432,1,0.048,114.955,4,0.403
128,Controlla,Drake,3O8NlPh2LByMU9lSRSHedm,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2016,0,0.0781,0.611,245227,0.468,0.0,10,0.101,-11.084,0,0.179,92.092,4,0.349
129,You Don't Own Me,SAYGRACE,6KI1ZpZWYAJLvmVhCJz65G,"['pop', 'r&b']",2016,0,0.159,0.332,201493,0.635,2.79e-06,7,0.0599,-5.653,1,0.0898,186.249,3,0.261
130,7 Years (Remix),Sik World,1kFlDnWmBTvCBxxeGDpIdp,"['pop rap', 'rap']",2016,0,0.227,0.811,134197,0.609,0.0,10,0.102,-8.376,1,0.0996,120.071,4,0.439
131,Mama Said,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,"['danish pop', 'pop', 'scandipop']",2016,0,0.0447,0.712,206903,0.799,6.4e-05,7,0.37,-4.564,0,0.0703,83.996,4,0.591
132,Time After Time,Iron & Wine,5kOBEsqVNwi4udPRbagNIV,"['chamber pop', 'indie folk', 'indie pop', 'neo mellow', 'stomp and holler']",2016,0,0.814,0.628,170217,0.248,0.0602,1,0.111,-13.304,1,0.032,125.298,4,0.646
133,Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad,2RPbEp0DyBVlkRvvYKopO7,"['hip hop', 'rap', 'underground hip hop']",2016,0,0.151,0.706,330783,0.688,0.0,1,0.466,-6.357,1,0.269,125.966,4,0.313
134,Sorry,Beyoncé,0lnIJmgcUpEpe4AZACjayW,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2016,0,0.00175,0.775,232560,0.598,4.44e-06,2,0.253,-7.274,1,0.0535,129.988,4,0.356
135,Too Good,Drake,3BtuIIrQlkujKPuWF2B85z,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2016,0,0.0484,0.793,263373,0.653,4.91e-05,7,0.1,-7.839,1,0.103,117.993,4,0.393
136,You Want It Darker,Leonard Cohen,5zb7npjQqoJ7Kcpq4yD9qn,"['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']",2016,0,0.613,0.674,284373,0.327,0.199,4,0.0756,-16.986,0,0.0574,108.995,4,0.494
137,Deep Jungle Walk,Astrix,5gXKDmafOQ8i4lYr62wxTk,"['full on', 'nitzhonot', 'psychedelic trance']",2016,0,0.000656,0.618,555705,0.885,0.502,6,0.37,-8.347,0,0.0453,138.029,4,0.105
138,Reggaetón Lento (Bailemos),CNCO,3AEZUABDXNtecAOSC1qTfo,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",2016,0,0.4,0.761,222560,0.838,0.0,4,0.176,-3.073,0,0.0502,93.974,4,0.71
139,Party Monster,The Weeknd,4F7A0DXBrmUAkp32uenhZt,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0,0.188,0.572,249213,0.631,2.31e-05,1,0.259,-8.389,1,0.104,77.519,4,0.219
140,Foreplay,Jalen Santoy,28luqgS4NCuFKP6YSOtia5,"['nc hip hop', 'underground hip hop']",2016,0,0.123,0.73,173785,0.422,0.00292,5,0.105,-6.211,0,0.0678,118.427,4,0.505
141,Can't Help Falling in Love,Haley Reinhart,6yIHGmQLJxWAUZ1ZkENemN,['idol'],2016,0,0.947,0.41,173175,0.0485,0.0,0,0.108,-13.918,1,0.038,137.97,4,0.247
142,Pull The Trigger,Russ,2oy5kjcc7itM64xk00Gz2c,"['hawaiian hip hop', 'pop', 'rap']",2016,0,0.305,0.623,156560,0.651,0.0,4,0.101,-6.988,0,0.345,82.078,4,0.296
143,All The Pretty Girls,KALEO,0QQIhT6PtJ5glyn4HKNKQ6,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",2016,0,0.626,0.466,269893,0.496,6.22e-06,1,0.117,-6.606,1,0.0302,74.747,4,0.352
144,Daddy Lessons,Beyoncé,71OvX5NNLrmz7rpq1ANTQn,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2016,0,0.273,0.643,287987,0.503,0.0,7,0.349,-8.37,1,0.216,90.886,4,0.598
145,Famous,Kanye West,19a3JfW8BQwqHWUMbcqSx8,"['chicago rap', 'rap']",2016,0,0.0711,0.465,196040,0.735,0.0,6,0.0975,-3.715,1,0.117,173.935,4,0.409
146,River Of Tears,Alessia Cara,3ArYVrRb0lDBLzuJJqIXzC,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2016,0,0.928,0.388,254507,0.372,0.0,6,0.146,-5.72,1,0.0468,89.701,4,0.285
147,'74-'75,The Connells,7y4b4rofQZMftfTmu4FTfy,"['jangle pop', 'pop rock']",2016,0,0.189,0.529,277533,0.586,0.00289,11,0.0649,-9.165,1,0.025,143.982,4,0.422
148,Sidewalks,The Weeknd,4h90qkbnW1Qq6pBhoPvwko,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0,0.147,0.542,231360,0.721,0.0,1,0.348,-5.136,0,0.0625,149.831,4,0.623
149,Atlantis,Seafret,1Fid2jjqsHViMX6xNH70hE,"['folk-pop', 'indie anthem-folk', 'modern rock']",2016,0,0.0529,0.4,229173,0.479,2.14e-06,8,0.115,-7.989,0,0.0308,166.159,4,0.213
150,Purple Lamborghini (with Rick Ross),Skrillex,6JyuJFedEvPmdWQW0PkbGJ,"['brostep', 'complextro', 'edm', 'electro']",2016,0,0.0019,0.457,215510,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298
151,Feel Invincible,Skillet,0i8JFpqe9cKwnrcvoNgl1L,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",2016,0,0.00045,0.603,229933,0.886,0.0,5,0.26,-3.777,0,0.0837,126.025,4,0.395
152,Self Control,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0,0.765,0.572,249668,0.209,0.0,8,0.356,-10.413,1,0.0313,80.069,4,0.446
153,pick up the phone,Young Thug,20dP2DaMHIAmwWAbp7peSr,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",2016,0,0.114,0.711,252256,0.739,0.0,7,0.226,-3.804,0,0.129,136.919,4,0.43
154,No Money,Galantis,0gb1J5UrTpzaU1s3nupgCd,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2016,0,0.0282,0.671,189127,0.916,0.00762,6,0.24,-4.014,0,0.0397,126.01,4,0.803
155,No Heart,21 Savage,4gmmRb6bZJffOOiww1JGTO,"['atl hip hop', 'rap', 'trap']",2016,0,0.136,0.906,235040,0.444,6.44e-05,4,0.173,-8.692,0,0.384,140.063,4,0.678
156,Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,"['emo rap', 'miami hip hop']",2017,0,0.469,0.872,119133,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,0.437
157,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,"['modern rock', 'rock']",2017,0,0.0622,0.776,204347,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,4,0.666
158,As a Stone,Full Trunk,0odehEKB3SeuY8NIm9kBT4,['israeli rock'],2017,0,0.355,0.645,259023,0.763,0.349,10,0.302,-4.705,0,0.0351,82.448,4,0.559
159,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,"['pop', 'uk pop']",2017,0,0.163,0.599,263400,0.448,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168
160,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,"['pop', 'uk pop']",2017,0,0.581,0.825,233713,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,0.931
161,Everybody Dies In Their Nightmares,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,"['emo rap', 'miami hip hop']",2017,0,0.847,0.734,95467,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.689
162,Leftovers,Dennis Lloyd,0dcuGoAIPAT7OrP5CGSVBA,['israeli pop'],2017,0,0.676,0.724,192628,0.304,0.0,10,0.104,-11.462,0,0.23,153.906,3,0.305
163,Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,"['modern rock', 'rock']",2017,0,0.00671,0.605,187147,0.822,0.134,0,0.147,-4.833,1,0.0438,167.997,4,0.288
164,IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,"['dance pop', 'pop', 'uk pop']",2017,0,0.0403,0.836,217947,0.544,0.0,7,0.0824,-5.975,1,0.0943,97.028,4,0.51
165,ocean eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,"['electropop', 'pop']",2017,0,0.816,0.511,200379,0.363,0.0317,4,0.084,-7.65,0,0.041,144.892,4,0.169
166,HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017,0,0.000282,0.908,177000,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421
167,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2017,0,0.106,0.444,187973,0.819,0.0,10,0.107,-4.078,0,0.341,82.695,4,0.747
168,Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",2017,0,0.101,0.258,239000,0.437,1.27e-06,11,0.106,-6.593,0,0.039,180.043,4,0.0967
169,There's Nothing Holdin' Me Back,Shawn Mendes,7JJmb5XwzOO8jgpou264Ml,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2017,0,0.38,0.866,199440,0.813,0.0,11,0.0779,-4.063,0,0.0554,121.998,4,0.969
170,New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,"['dance pop', 'pop', 'uk pop']",2017,0,0.00261,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608
171,XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,"['melodic rap', 'philly rap', 'rap']",2017,0,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,4,0.401
172,idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,"['electropop', 'pop']",2017,0,0.737,0.483,203569,0.412,0.0,7,0.116,-8.461,1,0.0402,170.163,3,0.247
173,Fuck Love (feat. Trippie Redd),XXXTENTACION,7AQim7LbvFVZJE3O8TYgf2,"['emo rap', 'miami hip hop']",2017,0,0.0172,0.797,146520,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329
174,Look At Me!,XXXTENTACION,7floNISpH8VF4z4459Qo18,"['emo rap', 'miami hip hop']",2017,0,0.259,0.763,126346,0.726,0.0,1,0.0976,-6.405,1,0.282,139.059,4,0.349
175,Ulay Nedaber,Nadav Guedj,4wt1jIFzgeRnWpj8iKWeZf,"['eurovision', 'israeli pop']",2017,0,0.117,0.537,206921,0.719,0.0,11,0.0865,-4.534,1,0.0613,107.682,3,0.477
176,Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,"['electropop', 'pop', 'tropical house']",2017,0,0.0498,0.617,247160,0.635,1.44e-05,11,0.164,-6.769,0,0.0317,103.019,4,0.446
177,Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,"['modern rock', 'rock']",2017,0,0.0362,0.672,201240,0.655,0.0,10,0.117,-5.021,0,0.0311,134.945,4,0.556
178,26,Nathan Goshen,2UB6icX4p7jmCnpg5ndJEo,['israeli pop'],2017,0,0.0333,0.47,197773,0.832,0.0,1,0.0937,-5.606,0,0.12,193.93,4,0.679
179,More Than You Know,Axwell /\ Ingrosso,6h5PAsRni4IRlxWr6uDPTP,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2017,0,0.0275,0.646,203000,0.741,0.0,5,0.312,-4.973,0,0.034,123.077,4,0.571
180,Let's Go,Full Trunk,2gdSl386V2VIuAbFrF7T4e,['israeli rock'],2017,0,0.0921,0.611,173957,0.788,1.67e-05,1,0.364,-5.002,1,0.0294,95.992,4,0.686
181,Mask Off,Future,0VgkVdmE4gld66l8iyGjgx,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0,0.0102,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.281
182,Let You Down,NF,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap', 'rap']",2017,0,0.312,0.662,212120,0.714,0.0,5,0.179,-5.68,0,0.121,147.997,4,0.464
183,Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,"['dance pop', 'pop', 'post-teen pop']",2017,0,0.124,0.724,197993,0.804,0.0,11,0.204,-4.614,0,0.0448,124.987,4,0.306
184,bellyache,Billie Eilish,51NFxnQvaosfDDutk0tams,"['electropop', 'pop']",2017,0,0.46,0.695,179172,0.573,0.0734,4,0.482,-8.597,0,0.106,99.939,4,0.408
185,Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,"['pop', 'post-teen pop', 'uk pop']",2017,0,0.64,0.681,201000,0.372,0.0,5,0.169,-8.237,1,0.0432,91.873,4,0.476
186,Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,"['pop', 'uk pop']",2017,0,0.536,0.522,207520,0.385,0.0,0,0.135,-7.355,1,0.0288,89.792,4,0.236
187,Body,Loud Luxury,21RzyxY3EFaxVy6K4RqaU9,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2017,0,0.0476,0.752,163216,0.764,9.44e-05,1,0.0543,-4.399,1,0.038,121.958,4,0.582
188,Without You (feat. Sandro Cavazza),Avicii,6Pgkp4qUoTmJIPn7ReaGxL,"['big room', 'dance pop', 'edm', 'pop']",2017,0,0.00163,0.662,181673,0.858,0.0,2,0.0456,-4.844,1,0.0428,133.993,4,0.295
189,Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2017,0,0.125,0.555,208733,0.662,0.0,11,0.111,-4.952,0,0.0827,148.128,4,0.356
190,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,"['brostep', 'progressive electro house']",2017,0,0.256,0.52,180823,0.761,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.286
191,One Last Time,Ariana Grande,7jQh02AE56kRixcfEfTO1F,"['dance pop', 'pop', 'post-teen pop']",2017,0,0.0953,0.631,197506,0.6,2.68e-06,8,0.0997,-4.98,1,0.032,125.014,4,0.103
192,Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,"['pop', 'uk pop']",2017,0,0.0735,0.624,170827,0.876,0.0,9,0.327,-3.374,1,0.1,99.943,4,0.781
193,Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,['neo soul'],2017,0,0.393,0.602,200187,0.707,0.0,11,0.165,-4.097,1,0.302,75.09,4,0.554
194,my boy,Billie Eilish,1RGasjWLZ4qMN7wbtkLa3u,"['electropop', 'pop']",2017,0,0.472,0.692,170852,0.394,0.000191,11,0.117,-8.745,0,0.207,89.936,4,0.324
195,DNA.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017,0,0.00454,0.638,185947,0.523,0.0,1,0.0842,-6.664,1,0.357,139.913,4,0.422
196,Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",2017,0,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754
197,Ric Flair Drip (& Metro Boomin),Offset,7sO5G9EABYOXQKNPNiE9NR,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0,0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,0.333
198,Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,"['atl hip hop', 'rap', 'trap']",2017,0,0.0151,0.884,220307,0.346,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376
199,Tudo Bom,Static & Ben El,6lR6VBmCIm7gZwE4msLdb9,"['israeli pop', 'jewish pop']",2017,0,0.0631,0.7,189276,0.82,1.69e-06,9,0.133,-3.103,1,0.367,130.028,4,0.725
200,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5Gu0PDLN4YJeW75PpBSg9p,"['dance pop', 'pop', 'post-teen pop']",2017,0,0.0337,0.663,174800,0.708,0.0,8,0.0841,-4.154,1,0.0473,103.073,4,0.742
201,COPYCAT,Billie Eilish,5w7wuzMzsDer96KqxafeRK,"['electropop', 'pop']",2017,0,0.353,0.679,194711,0.388,9.25e-05,4,0.341,-10.977,0,0.0932,124.909,4,0.234
202,Hey Hey,Full Trunk,6n1gmoNlxeYqrCKpUH0TtS,['israeli rock'],2017,0,0.0675,0.682,195883,0.762,0.0,2,0.073,-3.762,0,0.0273,94.043,4,0.836
203,Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,"['pop', 'post-teen pop']",2017,0,0.0275,0.516,340707,0.595,0.0,5,0.109,-4.63,1,0.0313,119.972,4,0.222
204,It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,"['edm', 'pop', 'tropical house']",2017,0,0.119,0.64,220781,0.533,0.0,0,0.0864,-6.596,1,0.0706,99.968,4,0.515
205,Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,"['pop', 'uk pop']",2017,0,0.0232,0.461,261154,0.834,1.14e-05,2,0.14,-4.868,1,0.0989,135.007,4,0.471
206,Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",2017,0,0.0895,0.584,220883,0.54,0.0,1,0.261,-7.786,0,0.0576,137.972,4,0.195
207,River (feat. Ed Sheeran),Eminem,1cS0TgbR263ey9jn0MwD2s,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",2017,0,0.142,0.748,221013,0.749,0.0,8,0.0713,-5.916,0,0.516,90.09,4,0.659
208,Hikiti,Nathan Goshen,0pRAHNjqA8SRhHddkPcYpk,['israeli pop'],2017,0,0.569,0.572,237000,0.459,7.52e-05,2,0.269,-8.322,1,0.0283,138.005,4,0.355
209,Save That Shit,Lil Peep,0S0vWvyZ6Rc79TXkWxT9QA,"['emo rap', 'lgbtq+ hip hop']",2017,0,0.0262,0.534,231547,0.583,0.0,2,0.421,-8.672,1,0.0288,105.997,4,0.145
210,hostage,Billie Eilish,1WsEgieHsWWndAzLkmV105,"['electropop', 'pop']",2017,0,0.868,0.427,229426,0.123,3.12e-05,9,0.0732,-15.228,0,0.0497,129.565,5,0.0394
211,Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0,0.0293,0.726,233902,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.733
212,Zahav,Static & Ben El,0vF70TcDmYyLVktrewpNgY,"['israeli pop', 'jewish pop']",2017,0,0.128,0.847,193904,0.701,0.0,6,0.0647,-5.101,1,0.105,140.095,4,0.965
213,Sorry Not Sorry,Demi Lovato,7gvd8xj4QgPqbQSsn5pV7d,"['dance pop', 'pop', 'post-teen pop']",2017,0,0.0237,0.705,203760,0.64,0.0,11,0.262,-6.928,0,0.225,144.077,4,0.887
214,Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2017,0,0.259,0.707,212459,0.629,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457
215,Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,['acoustic pop'],2017,0,0.469,0.618,198853,0.443,0.0,2,0.0829,-9.681,1,0.0526,119.949,4,0.167
216,1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2017,0,0.57,0.62,250173,0.574,0.0,5,0.19,-7.788,0,0.0479,100.021,4,0.352
217,Location,Khalid,152lZdxL1OR0ZMW6KquMif,"['alternative r&b', 'pop']",2017,0,0.33,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,0.326
218,Lust,Lil Skies,7oJrVhiTPZGBXWPwhxjy9S,"['melodic rap', 'pop rap', 'rap', 'trap']",2017,0,0.138,0.718,156000,0.767,0.0,9,0.114,-5.641,1,0.166,160.084,4,0.519
219,Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2017,0,0.256,0.809,298941,0.463,0.085,11,0.109,-11.377,1,0.0396,111.98,4,0.364
220,watch,Billie Eilish,7eB1V5LvAdxCc7brfGhRRo,"['electropop', 'pop']",2017,0,0.333,0.441,177523,0.599,0.00198,0,0.103,-8.985,1,0.225,165.212,4,0.35
221,Jungle,Tash Sultana,6t1ahr2f1t9iSjjNFwFb4C,['australian reggae fusion'],2017,0,0.285,0.589,315603,0.699,8.11e-05,1,0.0881,-5.883,0,0.0291,145.997,4,0.496
222,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,"['alternative r&b', 'pop']",2017,0,0.199,0.798,202547,0.539,1.66e-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394
223,Carry On,XXXTENTACION,2yZax79pOrYuyIFVW2cZY2,"['emo rap', 'miami hip hop']",2017,0,0.768,0.735,129720,0.197,0.000276,3,0.296,-13.378,0,0.537,147.899,4,0.383
224,Hakol Letova,Static & Ben El,5JDMaE2pFTToZ7spTl9svP,"['israeli pop', 'jewish pop']",2017,0,0.248,0.708,204667,0.818,0.0,0,0.204,-4.71,0,0.114,89.928,4,0.657
225,Sweet Child O' Mine - Bonus,Avihu Pinchasov Rhythm Club,4Pa9fG0RSB1Fd8MBVLCkL7,[],2017,0,0.187,0.708,238800,0.948,0.0118,10,0.0844,-3.866,1,0.0394,128.035,4,0.677
226,Hashaot Haktanot,Niv Demirel,2UTkrmMCsDZmIWk4OUhWjW,"['israeli mediterranean', 'israeli pop']",2017,0,0.0934,0.5,202480,0.718,0.0,1,0.096,-6.942,0,0.0335,98.265,4,0.235
227,Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",2017,0,0.133,0.694,201122,0.712,0.0,7,0.211,-3.923,0,0.046,98.022,4,0.799
228,Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,"['electropop', 'pop']",2017,0,0.896,0.614,180933,0.318,0.00239,7,0.0795,-12.695,1,0.0478,119.959,4,0.112
229,Wishing Girl,Lola Marsh,0394dzVI0OsOZ7msgUgDpf,"['israeli indie', 'new americana']",2017,0,0.107,0.671,192613,0.716,3.62e-05,7,0.284,-6.578,1,0.0307,115.995,4,0.623
230,Mi Gente,J Balvin,36cOBMkXbmkE7vtt0jAdJk,"['latin', 'reggaeton']",2017,0,0.0178,0.548,189029,0.701,1.34e-05,11,0.134,-4.862,0,0.0914,104.237,4,0.309
231,Revenge,XXXTENTACION,5TXDeTFVRVY7Cvt0Dw4vWW,"['emo rap', 'miami hip hop']",2017,0,0.782,0.746,120027,0.251,0.00203,11,0.106,-16.169,0,0.259,139.999,4,0.18
232,At Ba'a Elay,Nathan Goshen,0X5o7suzG2s6BMjxVRW8bP,['israeli pop'],2017,0,0.1,0.43,198120,0.506,3.31e-05,6,0.107,-7.742,0,0.0668,93.57,4,0.217
233,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,7iDa6hUg2VgEL1o1HjmfBn,"['dance pop', 'pop', 'post-teen pop']",2017,0,0.047,0.643,163870,0.783,0.0,10,0.083,-6.458,1,0.0856,154.084,4,0.579
234,Relationship (feat. Future),Young Thug,25oOaleife6E2MIKmFkPvg,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",2017,0,0.00252,0.842,215307,0.597,0.0,2,0.124,-6.336,1,0.0627,145.992,4,0.298
235,Cold Little Heart - Radio Edit,Michael Kiwanuka,7KX65PC1UZuImsUInThbav,"['british soul', 'neo soul', 'soul']",2017,0,0.357,0.629,210300,0.58,0.000353,7,0.436,-6.208,0,0.0278,110.264,4,0.655
